name,embedding
giovanilo celso,"[-0.14903739094734192, 0.10165447741746902, 0.006814035587012768, -0.07657453417778015, -0.13161811232566833, -0.04517052695155144, 0.017075419425964355, -0.10668019205331802, 0.10341360419988632, -0.09424645453691483, 0.25067782402038574, -0.020495815202593803, -0.2667493522167206, -0.132686048746109, 0.041827987879514694, 0.0757703110575676, -0.22081297636032104, -0.009550672024488449, -0.12078060954809189, -0.12569738924503326, 0.13359728455543518, 0.041052889078855515, 0.05755136162042618, 0.0519670695066452, -0.20386317372322083, -0.2563900053501129, -0.07241865247488022, -0.0851680338382721, 0.06254199892282486, -0.13318471610546112, 0.0978066548705101, 0.10687170177698135, -0.13973985612392426, -0.05013829469680786, -0.008826115168631077, 0.01646999642252922, -0.0783047154545784, -0.01354750245809555, 0.17480435967445374, -0.08310739696025848, -0.09152117371559143, 0.04239380359649658, 0.04884466528892517, 0.274507999420166, 0.19178135693073273, 0.01135498657822609, 0.015895124524831772, -0.0459955669939518, 0.1799822896718979, -0.33680787682533264, -0.009912658482789993, 0.13266658782958984, 0.09425419569015503, 0.02993115596473217, 0.15557415783405304, -0.1255866438150406, 0.05834721401333809, 0.15907731652259827, -0.25499504804611206, 0.12523624300956726, 0.07975997775793076, -0.1212780773639679, -0.029373157769441605, -0.07107629626989365, 0.18929435312747955, 0.09576959162950516, -0.15312029421329498, -0.09116046130657196, 0.12349152565002441, -0.14666138589382172, -0.03539494052529335, 0.13443763554096222, -0.11576742678880692, -0.21256889402866364, -0.26223447918891907, 0.020278478041291237, 0.4308147430419922, 0.21680890023708344, -0.15848280489444733, 0.00542215071618557, -0.08648063987493515, 0.018529321998357773, 0.11019450426101685, -0.001155378296971321, -0.11779915541410446, -0.11455119401216507, -0.09320834279060364, 0.10135569423437119, 0.14736466109752655, -0.012559261173009872, -0.07330615073442459, 0.3108029067516327, 0.11235793679952621, 0.03984472155570984, 0.0328596867620945, -0.07312702387571335, -0.0995817631483078, -0.07040486484766006, -0.08340569585561752, 0.07630535215139389, -0.017124243080615997, -0.1916092187166214, 0.027927717193961143, 0.057104844599962234, -0.08937777578830719, 0.2412257343530655, -0.0020940720569342375, 0.040791504085063934, -0.07522553950548172, -0.0053600226528942585, -0.16044655442237854, 0.08623291552066803, 0.11225131899118423, -0.33765044808387756, 0.24544382095336914, 0.15471409261226654, 0.04830377176403999, 0.15133316814899445, 0.03129968047142029, 0.04367265850305557, -0.028190480545163155, 0.011428870260715485, -0.07146406918764114, -0.08720588684082031, 0.09762568026781082, -0.11658842116594315, 0.1044623926281929, -0.021842140704393387]"
gonzalo higuain,"[-0.1660039722919464, 0.08323623239994049, 0.005628185346722603, -0.02475096471607685, -0.11334361881017685, 0.028916463255882263, -0.024637747555971146, 0.03646727651357651, 0.1966654509305954, 0.05363060534000397, 0.13634584844112396, 0.038922298699617386, -0.28481245040893555, 0.017068255692720413, -0.021956441923975945, 0.11656399816274643, -0.17896607518196106, -0.11438176780939102, -0.146650493144989, -0.13248425722122192, 0.059355229139328, 0.10322654247283936, -0.011918392963707447, 0.052271921187639236, -0.22064083814620972, -0.34675562381744385, 0.025022555142641068, -0.13002395629882812, 0.0639977976679802, -0.19314230978488922, 0.04419781267642975, 0.040370747447013855, -0.20920808613300323, -0.049860879778862, 0.04970794916152954, 0.10231402516365051, 0.0755065381526947, -0.05566580593585968, 0.17511914670467377, 0.05822346732020378, -0.18122918903827667, 0.05569533258676529, -0.012318378314375877, 0.30365970730781555, 0.10850472003221512, 0.048523396253585815, 0.04285111278295517, -0.09855370968580246, 0.11534029990434647, -0.23070718348026276, 0.06940216571092606, 0.1914845108985901, 0.02259702794253826, 0.022475484758615494, 0.04215572774410248, -0.15130053460597992, 0.048361118882894516, 0.1006946712732315, -0.27988141775131226, 0.08472634106874466, 0.1378270387649536, -0.02430974692106247, -0.07872176915407181, -0.07982000708580017, 0.1104164570569992, 0.009138216264545918, -0.13281527161598206, -0.13804122805595398, 0.0675705298781395, -0.18001602590084076, -0.025321589782834053, 0.08323945850133896, -0.06640873849391937, -0.1892547309398651, -0.3424164950847626, 0.0609758198261261, 0.3914301097393036, 0.1573231816291809, -0.22267045080661774, 0.03190913796424866, -0.08223885297775269, 0.0026702219620347023, 0.07024131715297699, 0.0505073145031929, -0.10949841886758804, 0.03862299397587776, -0.08876832574605942, 0.08770337700843811, 0.18448838591575623, 0.12479749321937561, -0.018793392926454544, 0.2390691637992859, 0.08086372166872025, -0.043618492782115936, 0.03601715713739395, 0.14472469687461853, -0.1325707882642746, -0.09965597093105316, -0.03855913132429123, -0.0034899841994047165, 0.08426910638809204, -0.07597670704126358, 0.005857300478965044, 0.09157578647136688, -0.2192850559949875, 0.19541801512241364, -0.030025111511349678, -0.03378495201468468, -0.011747796088457108, 0.03272812440991402, -0.09632841497659683, -0.03416081890463829, 0.19605514407157898, -0.29761433601379395, 0.1579272598028183, 0.24317649006843567, 0.032629966735839844, 0.12192005664110184, 0.02871815115213394, 0.04662584513425827, -0.06549184024333954, 0.03408331796526909, -0.1703750491142273, -0.12384596467018127, 0.006975741125643253, -0.0730108693242073, 0.055611394345760345, 0.0319976843893528]"
guzman,"[-0.1742437183856964, 0.24744033813476562, 0.03762045502662659, 0.029889989644289017, 0.006858070380985737, -0.012139731086790562, -0.06952519714832306, -0.11976542323827744, 0.09985119104385376, -0.06474827229976654, 0.26711782813072205, -0.020723707973957062, -0.2353489249944687, 0.0041047390550374985, -0.09902568906545639, 0.09573929011821747, -0.15668900310993195, -0.06262413412332535, -0.17114019393920898, -0.0933552235364914, 0.023798882961273193, -0.0026063749101012945, 0.07789984345436096, 0.041739389300346375, -0.12342971563339233, -0.298811137676239, -0.026108862832188606, -0.13752850890159607, 0.08273181319236755, -0.1048528179526329, -0.016604138538241386, -0.12384296208620071, -0.22217777371406555, -0.08788290619850159, -0.001702585257589817, 0.010597363114356995, -0.07992178946733475, -0.0414721816778183, 0.22034871578216553, -0.09248899668455124, -0.07002897560596466, 0.060440029948949814, 0.009141817688941956, 0.29364484548568726, 0.1576990783214569, 0.05032096058130264, 0.024837404489517212, -0.1737924963235855, 0.14629364013671875, -0.20823819935321808, 0.06391922384500504, 0.08621756732463837, 0.10400892049074173, 0.1316135823726654, 0.07547923177480698, -0.18498755991458893, 0.03127757087349892, 0.15095368027687073, -0.14373880624771118, 0.060340020805597305, 0.019086480140686035, 0.04303240776062012, 0.001356741413474083, -0.08050017803907394, 0.24866324663162231, 0.07567156106233597, -0.14436855912208557, -0.11139863729476929, 0.10525244474411011, -0.10454544425010681, 0.0780673623085022, 0.11940677464008331, -0.04406372830271721, -0.22757598757743835, -0.23275060951709747, 0.09883782267570496, 0.3935714662075043, 0.18992801010608673, -0.13439030945301056, -0.010278822854161263, -0.11915665119886398, -0.044393155723810196, 0.056271497160196304, 0.003020461415871978, -0.14011678099632263, -0.02987356297671795, -0.025731073692440987, 0.07650279998779297, 0.19967655837535858, 0.009393297135829926, -0.11259432882070541, 0.18363747000694275, -0.018374497070908546, 0.027301877737045288, 0.012749437242746353, 0.024106517434120178, -0.18720518052577972, 0.020501315593719482, -0.1059388816356659, 0.0650874450802803, -0.01950853317975998, -0.056336887180805206, -0.003169167321175337, 0.03941098600625992, -0.12458641082048416, 0.12298604846000671, 0.00021123141050338745, 0.026102527976036072, -0.007509416900575161, 0.05458113178610802, -0.16457480192184448, -0.012008718214929104, 0.15556226670742035, -0.32972007989883423, 0.2989465892314911, 0.160920187830925, 0.08172943443059921, 0.153512105345726, 0.11671483516693115, -0.004901271313428879, 0.04507854953408241, 0.07725315541028976, -0.16567650437355042, -0.06672357022762299, 0.12459448724985123, -0.0571487732231617, 0.11028431355953217, -0.00936659425497055]"
javier mascherano,"[-0.1348896473646164, 0.08893711864948273, 0.08663155883550644, -0.030064748600125313, -0.10952281951904297, -0.08008960634469986, 0.010905468836426735, -0.007858077995479107, 0.15238617360591888, -0.02977532520890236, 0.23667696118354797, 0.09815969318151474, -0.19184620678424835, -0.12795716524124146, 0.02149384468793869, 0.06103042513132095, -0.1419498771429062, -0.1538848876953125, -0.06767964363098145, -0.04354307800531387, 0.17921188473701477, 0.06548307836055756, 0.003973270766437054, -0.029888510704040527, -0.1821160912513733, -0.33068475127220154, -0.04707147553563118, -0.1218600869178772, 0.07670268416404724, -0.15880730748176575, 0.09962218999862671, -0.11226136237382889, -0.1755758672952652, -0.027496108785271645, -0.037774182856082916, 0.06435725837945938, -0.014179161749780178, -0.0838385820388794, 0.1809924840927124, -0.04116981104016304, -0.21122054755687714, 0.026298940181732178, -0.016181405633687973, 0.2062738537788391, 0.101923868060112, 0.0004120161756873131, 0.0769088938832283, -0.12188579887151718, 0.08402770012617111, -0.2249416559934616, 0.11828114092350006, 0.16232994198799133, 0.032783083617687225, 0.06088737025856972, 0.10193327069282532, -0.16459639370441437, -0.012565592303872108, 0.15660810470581055, -0.2561619281768799, 0.08778746426105499, 0.03467121347784996, 0.027430851012468338, -0.023569809272885323, -0.08232506364583969, 0.14370901882648468, 0.04947512224316597, -0.12509982287883759, -0.1009867712855339, 0.1602601706981659, -0.14571577310562134, -0.04727170616388321, 0.06790836155414581, -0.07286917418241501, -0.18383513391017914, -0.22242622077465057, 0.048550158739089966, 0.3902781903743744, 0.08366868644952774, -0.19060149788856506, 0.007768245413899422, -0.1816515028476715, -0.03186768293380737, -0.0046471236273646355, -0.020482193678617477, -0.03142634406685829, 0.01714731566607952, -0.1481841504573822, 0.08660666644573212, 0.16702519357204437, 0.011939875781536102, 0.04933968931436539, 0.23765870928764343, 0.05655066668987274, 0.002981315366923809, 0.03203454613685608, 0.09034354984760284, -0.1335005760192871, 0.031225165352225304, -0.02669118158519268, 0.0064855702221393585, 0.06593772768974304, -0.1676301658153534, 0.0017924802377820015, 0.08332215249538422, -0.17464211583137512, 0.19878876209259033, 0.0481698215007782, -0.0030968450009822845, -0.007196626625955105, 0.020336775109171867, -0.07534140348434448, -0.03799048438668251, 0.14708566665649414, -0.22076861560344696, 0.31220993399620056, 0.1828383207321167, 0.03131375089287758, 0.19485999643802643, 0.021664367988705635, 0.08257817476987839, -0.06197279691696167, -0.09079945087432861, -0.18359369039535522, -0.023586690425872803, -0.07391299307346344, -0.0355256162583828, 0.024395106360316277, 0.09247343987226486]"
lionel messi,"[-0.1782577931880951, 0.135939821600914, 0.038262058049440384, -0.046271830797195435, -0.13582797348499298, 0.10066262632608414, -0.0515415221452713, -0.047387827187776566, 0.10440147668123245, -0.06004238501191139, 0.24625907838344574, -0.0014553666114807129, -0.332958847284317, -0.010073138400912285, -0.039484575390815735, 0.11224828660488129, -0.15360306203365326, -0.00839126668870449, -0.12445756793022156, -0.2177031934261322, -0.01733001135289669, 0.12253537029027939, -0.009587915614247322, 0.017601486295461655, -0.13164271414279938, -0.26062989234924316, 0.018440112471580505, -0.17259052395820618, 0.07719095796346664, -0.13965706527233124, 0.0055162012577056885, 0.05078881233930588, -0.1069130152463913, -0.05816657841205597, 0.04233652353286743, 0.016724614426493645, 0.021345097571611404, -0.08311181515455246, 0.19986942410469055, -0.09043264389038086, -0.042085710912942886, -0.015088566578924656, 0.12208017706871033, 0.2547226846218109, 0.05843883007764816, 0.02155698649585247, 0.02482846938073635, -0.09963615238666534, 0.20164957642555237, -0.19216632843017578, 0.11804287880659103, 0.10678496211767197, 0.08742883056402206, 0.09967566281557083, 0.03903062641620636, -0.24314716458320618, -0.007753065787255764, 0.16564208269119263, -0.1981835514307022, 0.10075566917657852, 0.07772958278656006, -0.010173605754971504, -0.10103414207696915, -0.11341921985149384, 0.21370749175548553, 0.1167747899889946, -0.1428934931755066, -0.17873618006706238, 0.10786260664463043, -0.12280641496181488, -0.05192869156599045, 0.05543571710586548, -0.1403728872537613, -0.12917475402355194, -0.22631235420703888, 0.14207027852535248, 0.3148435354232788, 0.19236871600151062, -0.1553364098072052, -0.014093940146267414, -0.06347710639238358, -0.07533793151378632, 0.028242800384759903, 0.07661692053079605, -0.09970377385616302, -0.08306491374969482, 0.04775296896696091, 0.02194860950112343, 0.17704947292804718, 0.05067889019846916, -0.06275474280118942, 0.2372172772884369, 0.06359505653381348, -0.031237278133630753, 0.009862516075372696, 0.0333096906542778, -0.18247109651565552, -0.0815439447760582, -0.07036089897155762, 0.006191180553287268, 0.017697634175419807, -0.1382823884487152, 0.024068307131528854, 0.0980176031589508, -0.21153615415096283, 0.19688042998313904, -0.039448272436857224, 0.015649430453777313, 0.03722173720598221, 0.021167755126953125, -0.07907798141241074, -0.010018765926361084, 0.21877627074718475, -0.24106465280056, 0.22164767980575562, 0.13090340793132782, 0.15366312861442566, 0.2035493105649948, 0.10422779619693756, 0.09872332215309143, 0.05635789781808853, 0.0592045895755291, -0.1565016806125641, -0.13711051642894745, 0.12543213367462158, -0.10126219689846039, 0.03268548846244812, 0.03892335295677185]"
lucas bigilia,"[-0.005979651585221291, 0.17414702475070953, 0.11626344174146652, -0.07654234021902084, -0.09759359806776047, 0.11570937931537628, -0.11375711858272552, 0.007431121077388525, 0.14972755312919617, -0.016091501340270042, 0.25014597177505493, 0.04912755638360977, -0.20710401237010956, -0.056265298277139664, -0.015518322587013245, 0.038345180451869965, -0.10903405398130417, -0.06760449707508087, -0.08939501643180847, -0.05318786948919296, 0.024175673723220825, 0.03607858717441559, -0.041299574077129364, -0.01501348428428173, -0.195500910282135, -0.27628716826438904, -0.052984822541475296, -0.05865524336695671, 0.016499968245625496, -0.21628879010677338, 0.09227289259433746, -0.008580909110605717, -0.18539705872535706, -0.005643272772431374, -0.027450554072856903, 0.0655912309885025, -0.10465741157531738, -0.04736919701099396, 0.13872548937797546, 0.025424715131521225, -0.15616080164909363, 0.16137470304965973, -0.053755875676870346, 0.2801719307899475, 0.13233530521392822, 0.013827415183186531, 0.014665366150438786, -0.06273707747459412, 0.14282242953777313, -0.28493979573249817, 0.06334961205720901, 0.20919132232666016, 0.09489789605140686, 0.06421774625778198, 0.045384615659713745, -0.11875665187835693, -0.01183557789772749, 0.1786535233259201, -0.20461750030517578, 0.13340656459331512, 0.015688994899392128, -0.10129064321517944, -0.0925699919462204, -0.12558414041996002, 0.14866246283054352, 0.17062833905220032, -0.1473046839237213, -0.21955284476280212, 0.08206099271774292, -0.08934706449508667, -0.06952885538339615, 0.18508394062519073, -0.08509067445993423, -0.17561545968055725, -0.22864320874214172, 0.12889347970485687, 0.4060710668563843, 0.1275586038827896, -0.26805612444877625, -0.020534593611955643, -0.13207978010177612, 0.022627023980021477, -0.03127382695674896, 0.05353032052516937, -0.05861090123653412, -0.032799527049064636, -0.04546283558011055, 0.03289832919836044, 0.20147722959518433, -0.011748556979000568, -0.06408339738845825, 0.22281061112880707, 0.04145592823624611, 0.07200479507446289, -0.015888459980487823, -0.022102300077676773, -0.09948492050170898, -0.04069505259394646, -0.09352009743452072, -0.04350915551185608, 0.027329344302415848, -0.0940285176038742, -0.03987669572234154, 0.07110767066478729, -0.1766984462738037, 0.30826061964035034, 0.05471758544445038, -0.008357066661119461, 0.07047730684280396, 0.05228032171726227, -0.07896644622087479, 0.019657853990793228, 0.2578999698162079, -0.3730165660381317, 0.29899993538856506, 0.15410758554935455, 0.11080360412597656, 0.10660643130540848, 0.13186359405517578, 0.07014571130275726, -0.021613789722323418, -0.006508358754217625, -0.12078683823347092, -0.10392722487449646, -0.006538878194987774, -0.08379839360713959, 0.024456361308693886, -0.028955696150660515]"
Marcelo,"[-0.10655365884304047, 0.06909646093845367, 0.09013988077640533, 0.06969594210386276, 0.04757355898618698, -0.09782100468873978, -0.025479847565293312, -0.08026216924190521, 0.1253487765789032, 0.03153552860021591, 0.25038790702819824, 0.06276918202638626, -0.16411782801151276, -0.177150696516037, 0.017199115827679634, 0.09075937420129776, -0.08732043206691742, -0.16611172258853912, -0.033982984721660614, -0.09454964101314545, 0.007360575720667839, 0.06258044391870499, 0.05244287848472595, 0.02944372221827507, -0.12091861665248871, -0.3479287922382355, -0.03830995038151741, -0.25468909740448, -0.015654966235160828, -0.06089532747864723, 0.04883729666471481, 0.054300323128700256, -0.17859366536140442, -0.045566242188215256, 0.06580029428005219, 0.05050298571586609, 0.05379120260477066, 0.0075427573174238205, 0.22944775223731995, 0.04934358596801758, -0.10674800723791122, -0.03141678124666214, -0.03633079305291176, 0.32859233021736145, 0.1551140695810318, 0.0006086493376642466, 0.057599786669015884, -0.07816648483276367, 0.1886107474565506, -0.21540682017803192, 0.15916255116462708, 0.12616804242134094, 0.1470918357372284, 0.010479732416570187, 0.07370783388614655, -0.172769233584404, 0.02816842868924141, 0.06330527365207672, -0.2736741304397583, 0.11672122031450272, 0.022071480751037598, -0.007537631317973137, -0.07295025140047073, -0.029422633349895477, 0.26437658071517944, 0.12536072731018066, -0.13682201504707336, -0.08880843222141266, 0.12955781817436218, -0.12396638095378876, 0.011464779265224934, 0.09468936920166016, -0.16024570167064667, -0.13685281574726105, -0.28461045026779175, 0.045108675956726074, 0.4208647906780243, 0.013288364745676517, -0.24948377907276154, -0.0006537195295095444, -0.18651242554187775, -0.013737745583057404, 0.002494264394044876, 0.04059245064854622, -0.0914863795042038, 0.01092924177646637, -0.11658445745706558, -0.037318017333745956, 0.1924632489681244, 0.06710848957300186, -0.08046277612447739, 0.2096540331840515, -0.09135526418685913, 0.030187875032424927, 0.05161372199654579, 0.01078806258738041, -0.09290392696857452, -0.06811818480491638, -0.05898071080446243, -0.08908531069755554, -0.04331028461456299, -0.09711025655269623, -0.024970903992652893, 0.0865696370601654, -0.24435962736606598, 0.1313614696264267, -0.01136843767017126, 0.06268022209405899, 0.030103981494903564, 0.007926239632070065, -0.07811444252729416, -0.05628766119480133, 0.16344434022903442, -0.20986308157444, 0.23547019064426422, 0.06124316155910492, 0.06393897533416748, 0.1551980972290039, -0.022961270064115524, 0.056254878640174866, -0.11993514746427536, -0.044793374836444855, -0.1890925019979477, -0.0007493779412470758, 0.013815260492265224, -0.017084944993257523, 0.031114716082811356, 0.03359207138419151]"
marcos acuna,"[-0.15439361333847046, 0.21531815826892853, 0.046546317636966705, -0.06194697692990303, -0.027009300887584686, -0.027285106480121613, -0.05499758943915367, -0.0044653089717030525, 0.0751151591539383, 0.0444965623319149, 0.25384730100631714, -0.0780748650431633, -0.3213755488395691, -0.04018707573413849, 0.021627668291330338, 0.0695827305316925, -0.15910513699054718, -0.07082664966583252, -0.056074343621730804, -0.025877593085169792, 0.18603570759296417, 0.015998413786292076, -0.007621038239449263, -0.010204123333096504, -0.17629314959049225, -0.3176333010196686, -0.05355411022901535, -0.11210423707962036, 0.002650056965649128, -0.17377080023288727, 0.016811517998576164, -0.09002453088760376, -0.19277478754520416, -0.04098574444651604, 0.02167334035038948, 0.04116028547286987, -0.007768206298351288, -0.07279210537672043, 0.14035123586654663, -0.07061721384525299, -0.1570209264755249, 0.015966875478625298, 0.04408906400203705, 0.23057352006435394, 0.08974757790565491, 0.10061570256948471, -0.04250897467136383, -0.006044507026672363, 0.0738249346613884, -0.2512089014053345, 0.099712073802948, 0.17302149534225464, 0.10438012331724167, 0.05835363268852234, 0.07732874155044556, -0.17591919004917145, 0.04882698133587837, 0.05227024853229523, -0.2401331067085266, 0.023527460172772408, 0.08257558941841125, -0.04562748223543167, -0.0151484664529562, -0.0697309672832489, 0.1911170929670334, 0.07610899209976196, -0.15579310059547424, -0.07335197925567627, 0.08745037019252777, -0.0544971227645874, 0.02252906747162342, 0.04571356251835823, -0.1115671843290329, -0.19952210783958435, -0.22471261024475098, 0.09654460847377777, 0.3438057601451874, 0.1106949895620346, -0.20211802423000336, 0.024961281567811966, -0.1294442117214203, 0.015081020072102547, 0.009499335661530495, -0.055296391248703, -0.08858241140842438, 0.02117825299501419, -0.15080809593200684, 0.07166479527950287, 0.16897131502628326, -0.06591594219207764, -0.03443673253059387, 0.21325330436229706, -0.026792939752340317, 0.0324963815510273, 0.03412432223558426, 0.04422406479716301, -0.12689882516860962, -0.06545104831457138, -0.047068119049072266, 0.028146892786026, 0.08859378099441528, -0.1731904149055481, -0.07700935006141663, 0.13695450127124786, -0.19218716025352478, 0.09542912989854813, 0.05531251057982445, -0.01785260997712612, -0.04392686486244202, 0.06485038995742798, -0.1351517289876938, -0.059322554618120193, 0.10315290838479996, -0.2796039283275604, 0.2751433253288269, 0.17603974044322968, 0.022148501127958298, 0.11631602793931961, 0.06685920804738998, 0.02689353935420513, 0.0186880212277174, -0.001741885207593441, -0.14356082677841187, -0.1531916707754135, 0.0572320893406868, 0.039776019752025604, 0.045689597725868225, 0.026989184319972992]"
marcos rojo,"[-0.13401494920253754, 0.05333094671368599, -0.008693506941199303, -0.06952705979347229, -0.09700153768062592, -0.013718025758862495, -0.03929965943098068, -0.1477077156305313, 0.11462371796369553, -0.11858126521110535, 0.26995521783828735, -0.05946006998419762, -0.2278137505054474, -0.13654927909374237, -0.023559976369142532, 0.0341043546795845, -0.16008304059505463, -0.07254336774349213, -0.10996698588132858, -0.02363426983356476, 0.034405775368213654, -0.03722021356225014, 0.035743094980716705, 0.07050547748804092, -0.07751104235649109, -0.3612046539783478, -0.06360521912574768, -0.16441169381141663, 0.035437408834695816, -0.13970543444156647, -0.052745915949344635, 0.03949125111103058, -0.16414178907871246, -0.10413776338100433, -0.028063533827662468, 0.027150798588991165, -0.04909443110227585, 0.011025541462004185, 0.1597292274236679, -0.041064076125621796, -0.18338888883590698, 0.04783624783158302, -0.06342453509569168, 0.2467496246099472, 0.17668312788009644, 0.07431980222463608, 0.0027511995285749435, -0.10168981552124023, 0.17138347029685974, -0.26791831851005554, 0.05199917405843735, 0.1669776737689972, 0.1464521735906601, -0.0007713250815868378, 0.03960150107741356, -0.13634172081947327, 0.04062167555093765, 0.11601108312606812, -0.2434796839952469, 0.06268013268709183, 0.07508943229913712, -0.10721303522586823, -0.03538980334997177, -0.01364460214972496, 0.2143208384513855, 0.19337627291679382, -0.08598095923662186, -0.13100117444992065, 0.16286452114582062, -0.12265724688768387, -0.0024563935585319996, 0.11113210767507553, -0.12093108892440796, -0.2455357015132904, -0.14168386161327362, 0.032411787658929825, 0.39273637533187866, 0.22025582194328308, -0.18336090445518494, 0.006203854456543922, -0.22160081565380096, 0.035904642194509506, 0.11149761825799942, 0.010199756361544132, -0.05308462679386139, -0.026793085038661957, -0.08447260409593582, 0.03478877991437912, 0.11214321106672287, -0.030359365046024323, -0.06384514272212982, 0.2292100489139557, 0.026149941608309746, 0.05420719087123871, 0.07437346130609512, -0.040631700307130814, -0.11019784212112427, 0.015177462249994278, -0.10431569814682007, -0.025086138397455215, 0.04516638070344925, -0.04363080859184265, 0.053575482219457626, 0.02299550175666809, -0.14910714328289032, 0.2301216423511505, -0.029393721371889114, 0.041440967470407486, 0.029827840626239777, -0.08847257494926453, 0.025197945535182953, 0.04259084165096283, 0.11695127189159393, -0.31959888339042664, 0.27708855271339417, 0.12131155282258987, 0.09641724824905396, 0.20384468138217926, 0.033114075660705566, -0.0208343043923378, 0.0020118458196520805, -0.0832240954041481, -0.19431620836257935, -0.06462784111499786, 0.11085972934961319, -0.026856958866119385, 0.09944372624158859, -0.04202185198664665]"
Marquinhos,"[-0.18897411227226257, 0.08441662788391113, 0.0756940245628357, -0.049068816006183624, -0.022146178409457207, 0.08156558871269226, -0.08923967182636261, -0.054816268384456635, 0.17168617248535156, -0.14163827896118164, 0.18042337894439697, 0.04734630510210991, -0.1588410586118698, -0.07916729152202606, -0.06552919745445251, 0.12851913273334503, -0.15422795712947845, -0.16218329966068268, -0.08988132327795029, -0.11649288982152939, 0.0506744310259819, 0.04194575548171997, -0.08428128808736801, -0.02273334190249443, -0.171519935131073, -0.3286224603652954, -0.04528719559311867, -0.11555956304073334, 0.02388961985707283, -0.09731943160295486, 0.032538041472435, -0.08645068854093552, -0.18578025698661804, 0.09029063582420349, -0.061042070388793945, 0.08004160225391388, 0.006389490328729153, 0.009112764149904251, 0.11160995066165924, -0.006883642636239529, -0.10543694347143173, 0.05726383998990059, -0.008545104414224625, 0.21471141278743744, 0.10942365229129791, 0.06329751014709473, 0.03300698846578598, -0.014743814244866371, 0.1021105945110321, -0.2735578417778015, 0.040619272738695145, 0.08353947103023529, 0.0902697965502739, 0.05651100352406502, 0.11418703198432922, -0.15305939316749573, -0.007184049114584923, 0.06665895134210587, -0.15976382791996002, 0.12754958868026733, -0.027340877801179886, -0.06606778502464294, -0.07380308210849762, 0.018002254888415337, 0.23820717632770538, 0.16570717096328735, -0.09930109232664108, -0.17432594299316406, 0.19053058326244354, -0.15922453999519348, -0.017864888533949852, 0.05869928002357483, 0.00026038906071335077, -0.14127710461616516, -0.2152155339717865, 0.07513339072465897, 0.4908195734024048, 0.17186027765274048, -0.22590439021587372, 0.0441543385386467, -0.09741587936878204, -0.019423887133598328, 0.09371009469032288, -0.0006068283692002296, -0.0996660441160202, 0.010673763230443, -0.12593257427215576, 0.018988056108355522, 0.23805242776870728, 0.07107396423816681, -0.03799811378121376, 0.17429381608963013, 0.044760070741176605, 0.049283526837825775, 0.0051100957207381725, -0.02746598608791828, -0.08596943318843842, -0.03858951851725578, -0.024936415255069733, -0.04574892297387123, 0.016250479966402054, -0.01582062616944313, -0.006246168632060289, 0.0579688660800457, -0.10049750655889511, 0.24350012838840485, -0.012266884557902813, -0.012207708321511745, -0.040515799075365067, 0.16305658221244812, -0.08314243704080582, 0.019292883574962616, 0.13230521976947784, -0.26533347368240356, 0.20175692439079285, 0.14827105402946472, 0.0491003692150116, 0.1801374852657318, 0.06419195234775543, 0.06341230869293213, -0.008243026211857796, 0.034790024161338806, -0.16001573204994202, -0.13160698115825653, -0.04006035625934601, -0.08822392672300339, 0.07870078086853027, 0.08530515432357788]"
